slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
465,car,honda,amaze,petrol,2017,chennai,80000,84722,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5319
466,car,honda,amaze,petrol,2017,chennai,80000,88431,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5378
467,car,honda,amaze,petrol,2017,chennai,80000,86222,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5400
468,car,honda,amaze,petrol,2017,chennai,80000,89233,1,1,1,0,0,1,1,1,0,1,0,0,0,0,5789
469,car,honda,amaze,petrol,2017,chennai,80000,81362,1,1,1,0,0,1,1,1,0,1,0,0,0,0,5699
470,car,honda,amaze,petrol,2017,chennai,80000,89237,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5719
471,car,honda,amaze,petrol,2017,chennai,80000,85322,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5723
472,car,honda,amaze,petrol,2017,chennai,80000,83842,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5555
473,car,honda,amaze,petrol,2017,chennai,80000,87322,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5599
474,car,honda,amaze,petrol,2017,chennai,80000,80469,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5499
475,car,honda,amaze,petrol,2017,chennai,100000,103723,1,1,1,0,0,1,0,0,1,0,1,0,0,0,3821
476,car,honda,amaze,petrol,2017,chennai,100000,113244,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3932
477,car,honda,amaze,petrol,2017,chennai,100000,127229,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3829
478,car,honda,amaze,petrol,2017,chennai,100000,109931,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3997
479,car,honda,amaze,petrol,2017,chennai,100000,90327,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3899
480,car,honda,amaze,petrol,2017,chennai,100000,99323,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1800
481,car,honda,amaze,petrol,2017,chennai,100000,93642,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1899
482,car,honda,amaze,petrol,2017,chennai,100000,96482,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1820
483,car,honda,jazz,diesel,2018,mumbai,10000,10923,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000
484,car,honda,jazz,diesel,2016,mumbai,10000,10438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2348
485,car,honda,jazz,diesel,2016,mumbai,10000,11004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2449
486,car,honda,jazz,diesel,2016,mumbai,10000,10078,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2399
487,car,honda,jazz,diesel,2016,mumbai,10000,12001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2389
488,car,honda,jazz,diesel,2016,mumbai,10000,10003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2310
489,car,honda,jazz,diesel,2016,mumbai,10000,9800,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2379
490,car,honda,jazz,diesel,2016,mumbai,10000,10302,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2369
491,car,honda,jazz,diesel,2016,mumbai,10000,10288,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2399
492,car,honda,jazz,diesel,2016,mumbai,10000,10003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2469
493,car,honda,jazz,diesel,2016,mumbai,10000,10200,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2400
494,car,honda,jazz,diesel,2016,mumbai,10000,11328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2349
495,car,honda,jazz,diesel,2016,mumbai,10000,10327,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2700
496,car,honda,jazz,diesel,2016,mumbai,10000,10374,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2689
497,car,honda,jazz,diesel,2016,mumbai,10000,10211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2694
498,car,honda,jazz,diesel,2016,mumbai,10000,10232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2800
499,car,honda,jazz,diesel,2016,mumbai,10000,10978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2749
500,car,honda,jazz,diesel,2016,mumbai,10000,10759,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2973
501,car,honda,jazz,diesel,2016,mumbai,10000,10659,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2900
502,car,honda,jazz,diesel,2016,mumbai,10000,9038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2949
503,car,honda,jazz,diesel,2016,mumbai,10000,9021,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2899
504,car,honda,jazz,diesel,2016,mumbai,20000,20978,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6534
505,car,honda,jazz,diesel,2016,mumbai,20000,20908,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6699
506,car,honda,jazz,diesel,2016,mumbai,20000,21382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6589
507,car,honda,jazz,diesel,2016,mumbai,20000,19732,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6489
508,car,honda,jazz,diesel,2016,mumbai,20000,20823,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6599
509,car,honda,jazz,diesel,2016,mumbai,20000,20373,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6622
510,car,honda,jazz,diesel,2016,mumbai,20000,20472,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6499
511,car,honda,jazz,diesel,2016,mumbai,20000,19236,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6521
512,car,honda,jazz,diesel,2016,mumbai,20000,20274,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6599
513,car,honda,jazz,diesel,2016,mumbai,20000,20768,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6322
514,car,honda,jazz,diesel,2016,mumbai,20000,21867,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6423
515,car,honda,jazz,diesel,2016,mumbai,20000,21688,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6522
516,car,honda,jazz,diesel,2016,mumbai,20000,20766,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4500
517,car,honda,jazz,diesel,2016,mumbai,20000,20987,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6859
518,car,honda,jazz,diesel,2016,mumbai,20000,20243,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6849
519,car,honda,jazz,diesel,2016,mumbai,20000,20657,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6900
520,car,honda,jazz,diesel,2016,mumbai,20000,20124,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6888
521,car,honda,jazz,diesel,2016,mumbai,20000,20870,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7110
522,car,honda,jazz,diesel,2016,mumbai,20000,19076,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7100
523,car,honda,jazz,diesel,2016,mumbai,20000,20475,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6999
524,car,honda,jazz,diesel,2016,mumbai,30000,30867,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4600
525,car,honda,jazz,diesel,2016,mumbai,30000,31820,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4599
526,car,honda,jazz,diesel,2016,mumbai,30000,30317,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4589
527,car,honda,jazz,diesel,2016,mumbai,30000,30328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579
528,car,honda,jazz,diesel,2016,mumbai,30000,30372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4569
529,car,honda,jazz,diesel,2016,mumbai,30000,29633,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4559
530,car,honda,jazz,diesel,2016,mumbai,30000,30286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579
531,car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4584
532,car,honda,jazz,diesel,2016,mumbai,30000,30211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4597
533,car,honda,jazz,diesel,2016,mumbai,30000,30783,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4573
534,car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4586
535,car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4588
536,car,honda,jazz,diesel,2016,mumbai,30000,29625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4647
537,car,honda,jazz,diesel,2016,mumbai,30000,31833,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4732
538,car,honda,jazz,diesel,2016,mumbai,30000,30172,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4523
539,car,honda,jazz,diesel,2016,mumbai,30000,30132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4723
540,car,honda,jazz,diesel,2016,mumbai,30000,30342,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4622
541,car,honda,jazz,diesel,2016,mumbai,30000,30435,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4629
542,car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4583
543,car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4479
544,car,honda,jazz,diesel,2016,mumbai,30000,30766,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4480
545,car,honda,jazz,diesel,2016,mumbai,30000,30647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4830
546,car,honda,jazz,diesel,2016,mumbai,30000,30142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4428
547,car,honda,jazz,diesel,2016,mumbai,30000,30544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5099
548,car,honda,jazz,diesel,2016,mumbai,30000,31243,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5100
549,car,honda,jazz,diesel,2016,mumbai,30000,32292,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149
550,car,honda,jazz,diesel,2016,mumbai,30000,30438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5200
551,car,honda,jazz,diesel,2016,mumbai,30000,30897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5199
552,car,honda,jazz,diesel,2016,mumbai,30000,30573,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5299
553,car,honda,jazz,diesel,2016,mumbai,30000,29473,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5289
554,car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5249
555,car,honda,jazz,diesel,2016,mumbai,30000,30987,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399
556,car,honda,jazz,diesel,2016,mumbai,30000,30909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310
557,car,honda,jazz,diesel,2016,mumbai,30000,30829,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5329
558,car,honda,jazz,diesel,2016,mumbai,30000,30121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5392
559,car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374
560,car,honda,jazz,diesel,2016,mumbai,30000,30012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399
561,car,honda,jazz,diesel,2016,mumbai,30000,30282,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5248
562,car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149
563,car,honda,jazz,diesel,2016,mumbai,30000,30238,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374
564,car,honda,jazz,diesel,2016,mumbai,40000,40976,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6534
565,car,honda,jazz,diesel,2016,mumbai,40000,40733,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6699
566,car,honda,jazz,diesel,2016,mumbai,40000,41382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6589
567,car,honda,jazz,diesel,2016,mumbai,40000,40289,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6489
568,car,honda,jazz,diesel,2016,mumbai,40000,39236,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599
569,car,honda,jazz,diesel,2016,mumbai,40000,40722,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6622
570,car,honda,jazz,diesel,2016,mumbai,40000,40283,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6499
571,car,honda,jazz,diesel,2016,mumbai,40000,40287,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6521
572,car,honda,jazz,diesel,2016,mumbai,40000,39723,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599
573,car,honda,jazz,diesel,2016,mumbai,40000,41372,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6322
574,car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6423
575,car,honda,jazz,diesel,2016,mumbai,40000,40483,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6522
576,car,honda,jazz,diesel,2016,mumbai,40000,40984,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6500
577,car,honda,jazz,diesel,2016,mumbai,40000,40932,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6859
578,car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6849
579,car,honda,jazz,diesel,2016,mumbai,40000,40221,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6900
580,car,honda,jazz,diesel,2016,mumbai,40000,40899,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6888
581,car,honda,jazz,diesel,2016,mumbai,40000,40382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7110
582,car,honda,jazz,diesel,2016,mumbai,40000,39023,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7100
583,car,honda,jazz,diesel,2016,mumbai,40000,41383,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6999
584,car,honda,jazz,diesel,2016,mumbai,50000,50978,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5348
585,car,honda,jazz,diesel,2016,mumbai,50000,50722,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5449
586,car,honda,jazz,diesel,2016,mumbai,50000,50236,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399
587,car,honda,jazz,diesel,2016,mumbai,50000,50673,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5389
588,car,honda,jazz,diesel,2016,mumbai,50000,50892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310
589,car,honda,jazz,diesel,2016,mumbai,50000,51427,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379
590,car,honda,jazz,diesel,2016,mumbai,50000,50237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369
591,car,honda,jazz,diesel,2016,mumbai,50000,49622,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399
592,car,honda,jazz,diesel,2016,mumbai,50000,49263,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5469
593,car,honda,jazz,diesel,2016,mumbai,50000,50268,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5400
594,car,honda,jazz,diesel,2016,mumbai,50000,51452,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5349
595,car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5700
596,car,honda,jazz,diesel,2016,mumbai,50000,50888,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5689
597,car,honda,jazz,diesel,2016,mumbai,50000,50232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5694
598,car,honda,jazz,diesel,2016,mumbai,50000,50900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310
599,car,honda,jazz,diesel,2016,mumbai,50000,50322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379
600,car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369
601,car,honda,jazz,diesel,2016,mumbai,50000,50922,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399
602,car,honda,jazz,diesel,2016,mumbai,50000,50379,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5377
603,car,honda,jazz,diesel,2016,mumbai,50000,50242,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5365
604,car,honda,jazz,diesel,2016,mumbai,60000,60987,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9020
605,car,honda,jazz,diesel,2016,mumbai,60000,60383,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9999
606,car,honda,jazz,diesel,2016,mumbai,60000,60332,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9000
607,car,honda,jazz,diesel,2016,mumbai,60000,60427,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9428
608,car,honda,jazz,diesel,2016,mumbai,60000,60349,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9247
609,car,honda,jazz,diesel,2016,mumbai,60000,60374,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9373
610,car,honda,jazz,diesel,2016,mumbai,60000,59993,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9473
611,car,honda,jazz,diesel,2016,mumbai,60000,61379,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9211
612,car,honda,jazz,diesel,2016,mumbai,60000,60342,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9088
613,car,honda,jazz,diesel,2016,mumbai,60000,60930,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9099
614,car,honda,jazz,diesel,2016,mumbai,60000,60432,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9438
615,car,honda,jazz,diesel,2016,mumbai,60000,60465,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9237
616,car,honda,jazz,diesel,2016,mumbai,60000,60765,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9236
617,car,honda,jazz,diesel,2016,mumbai,60000,59433,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9797
618,car,honda,jazz,diesel,2016,mumbai,60000,60875,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9933
619,car,honda,jazz,diesel,2016,mumbai,60000,60080,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9893
620,car,honda,jazz,diesel,2016,mumbai,60000,60909,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9693
621,car,honda,jazz,diesel,2016,mumbai,60000,60223,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9743
622,car,honda,jazz,diesel,2016,mumbai,60000,59343,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9232
623,car,honda,jazz,diesel,2016,mumbai,60000,60433,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9138
624,car,honda,jazz,diesel,2016,mumbai,70000,70435,1,1,1,0,1,0,0,0,1,0,1,0,0,0,4700
625,car,honda,jazz,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4689
626,car,honda,jazz,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4694
627,car,honda,jazz,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4843
628,car,honda,jazz,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4654
629,car,honda,jazz,diesel,2016,mumbai,70000,70098,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4743
630,car,honda,jazz,diesel,2016,mumbai,70000,69432,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4545
631,car,honda,jazz,diesel,2016,mumbai,70000,70894,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4846
632,car,honda,jazz,diesel,2016,mumbai,70000,70753,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4535
633,car,honda,jazz,diesel,2016,mumbai,70000,70756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4989
634,car,honda,jazz,diesel,2016,mumbai,70000,70432,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5033
635,car,honda,jazz,diesel,2016,mumbai,70000,69422,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4183
636,car,honda,jazz,diesel,2016,mumbai,70000,70438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000
637,car,honda,jazz,diesel,2016,mumbai,70000,70233,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4889
638,car,honda,jazz,diesel,2016,mumbai,70000,70499,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4999
639,car,honda,jazz,diesel,2016,mumbai,70000,70824,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4100
640,car,honda,jazz,diesel,2016,mumbai,70000,73283,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4120
641,car,honda,jazz,diesel,2016,mumbai,70000,71938,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4199
642,car,honda,jazz,diesel,2016,mumbai,70000,70438,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4180
643,car,honda,jazz,diesel,2016,mumbai,80000,82078,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4200
644,car,honda,jazz,diesel,2016,mumbai,80000,84473,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5200
645,car,honda,jazz,diesel,2016,mumbai,80000,85743,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5199
646,car,honda,jazz,diesel,2016,mumbai,80000,85739,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5299
647,car,honda,jazz,diesel,2016,mumbai,80000,86839,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5289
648,car,honda,jazz,diesel,2016,mumbai,80000,87347,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5249
649,car,honda,jazz,diesel,2016,mumbai,80000,88347,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5399
650,car,honda,jazz,diesel,2016,mumbai,80000,90382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310
651,car,honda,jazz,diesel,2016,mumbai,100000,99442,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5329
652,car,honda,jazz,diesel,2016,mumbai,100000,94632,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5392
653,car,honda,jazz,diesel,2016,mumbai,100000,93648,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5437
654,car,honda,jazz,diesel,2016,mumbai,100000,103382,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5382
655,car,honda,jazz,diesel,2016,mumbai,100000,118310,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6283
656,car,honda,jazz,diesel,2016,mumbai,100000,128320,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6239
657,car,honda,jazz,diesel,2016,mumbai,100000,103832,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6249
658,car,honda,jazz,diesel,2016,mumbai,100000,118292,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6240
659,car,honda,jazz,diesel,2016,mumbai,100000,121921,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6334
660,car,honda,jazz,diesel,2016,mumbai,100000,112833,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6132
661,car,honda,jazz,diesel,2016,mumbai,100000,103337,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6184
662,car,honda,jazz,diesel,2016,mumbai,100000,133892,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6347
663,car,honda,jazz,diesel,2016,mumbai,100000,103737,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6237
664,car,honda,city,petrol,2017,chennai,10000,10022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1319
665,car,honda,city,petrol,2017,chennai,10000,10897,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1798
666,car,honda,city,petrol,2017,chennai,10000,10732,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1673
667,car,honda,city,petrol,2017,chennai,10000,10988,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1239
668,car,honda,city,petrol,2017,chennai,10000,10321,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1352
669,car,honda,city,petrol,2017,chennai,10000,10978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1436
670,car,honda,city,petrol,2017,chennai,10000,9032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1234
671,car,honda,city,petrol,2017,chennai,10000,10344,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1462
672,car,honda,city,petrol,2017,chennai,10000,10654,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1326
673,car,honda,city,petrol,2017,chennai,10000,11763,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1235
674,car,honda,city,petrol,2017,chennai,10000,10893,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1426
675,car,honda,city,petrol,2017,chennai,10000,10322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1734
676,car,honda,city,petrol,2017,chennai,10000,11345,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1423
677,car,honda,city,petrol,2017,chennai,10000,9831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1324
678,car,honda,city,petrol,2017,chennai,10000,10238,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1523
679,car,honda,city,petrol,2017,chennai,10000,10980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1452
680,car,honda,city,petrol,2017,chennai,10000,10326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1220
681,car,honda,city,petrol,2017,chennai,10000,10322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1299
682,car,honda,city,petrol,2017,chennai,10000,11753,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1099
683,car,honda,city,petrol,2017,chennai,10000,10926,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1209
684,car,honda,city,petrol,2017,chennai,20000,20785,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2099
685,car,honda,city,petrol,2017,chennai,20000,20634,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2100
686,car,honda,city,petrol,2017,chennai,20000,20924,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2199
687,car,honda,city,petrol,2017,chennai,20000,20213,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2089
688,car,honda,city,petrol,2017,chennai,20000,20132,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2173
689,car,honda,city,petrol,2017,chennai,20000,20656,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2132
690,car,honda,city,petrol,2017,chennai,20000,21865,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2145
691,car,honda,city,petrol,2017,chennai,20000,20568,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2197
692,car,honda,city,petrol,2017,chennai,20000,20432,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2165
693,car,honda,city,petrol,2017,chennai,20000,19732,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2262
694,car,honda,city,petrol,2017,chennai,20000,20632,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2322
695,car,honda,city,petrol,2017,chennai,20000,20683,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2399
696,car,honda,city,petrol,2017,chennai,20000,21623,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2299
